tweet,label
1 week more before I say goodbye to Nica.  That's not cool.  But I'm gonna spend it to the awesomeness. Is that even a word? lol!,negative
"im off now, going to watch rove...but i'll be back, maybe ",positive
@DJEspee welcome to LA  lol,positive
"@TrinaWright DOH! .... hmmm yep, mind you out of the last 30 entries only 4 were mine, thought this # had more going for it ",negative
@Jared_Booth Your recaps make me laugh ,positive
@mylostshadow pai mai multe date-s pe site. http://www.transparency.org.ro/ - acum au terminat recrutarea unfortunately ,negative
@greek85goddess OMG! I want to see it too!! Did you watch the MTV movie awards? We don't get MTV here ,negative
"The show is over, and im shutting twitter down for now. Bye. ",positive
needs to grab some breakfast then can leave for London &amp; Carly's YAY ,positive
@QueenSapphyre Oh! You changed your pic back to the B&amp;W one! Good move it's a beautiful pic ,positive
"Going to on the border then movies with tiffany, yolianne, ericaaa ",positive
@TimNeill Absolutely! ,positive
ugh...sometimes I disgust even myself...sigh..tomorrow's another day...hoping to earn my one day chip ,positive
i am bored and want burger king. its so bad that there isn't one in hull any more ,negative
I want my bed ,negative
Hate Sunday... So close to Monday and school is monday. ,negative
"had a very productive day off, and is looking to a fun evening. Star trek! ",positive
"Downloaded the latest version of iTunes! Now, I can get my album artwork back via Music Store ",positive
"Leaving Hilton Head for Wythville, NC!  ",negative
"@daaymgirl aaaaaaaaah jgn dong, since like after tue/wed gw pergi teruss ",negative
@dtrizzle There's a Huey Lewis concert there tonight. But decided I wasn't up for 5 hrs of driving in rain. Clearly I suck as a fan ,negative
"I had a dream about the circus,steven's house,ruckr,camp,hogwarts,and the state capital ",negative
"@tatahasa Thanks!  The concert is this coming Saturday actually, it should be amazing though. Hope you are having a great weekend too!",positive
"Happy Caturday, everyone!! http://tinyurl.com/ypdx2q I love how determined they look ",positive
"@dannygokey Where's your record deal, bitch? You suck! Kisses. ",positive
ohh s**t... drop by 1  31. elitestv.com,negative
really happy i got to talk to phlegm after a looong time.... really misses him ,negative
"@andr_w died? ...uh oh, my consciousness is losing cohesion, I don't know which is worse ",negative
"@Swiggs Aww, I'm sorry. Now you're making me feel bad. ",negative
@angusirvine i'm have a new mission in life: to find a pokie machine in a bathroom and bring you a picture ,positive
@mhisham you're very welcomed.  #followfriday,positive
Wish I was in New York right about now ,negative
"@Morkula I hate you, I wanted to see that. ",negative
Still upset about my Cavs.... ,negative
@NatalieGreen   You could be me... just substitute Indian for Thai.  Mmmm... red going down a treat.  ,positive
i hear it's good and it's where all the celebs hang ,positive
@PennyLane2009 OMG!!!! You lucky bitch  I want it too &lt;333 which seats did u get?,positive
Dang Nyquil doesn't play around. Sheesh. Sooo sick of being sick ,negative
"right, time for me to head of home, speak to ya all in a bit ",positive
why do people have to be so out of order  *cries*,negative
@lisarinna Did you know that some other Accounts are using you Pic as an Avatar? I can see why they would want to ... ,positive
goodbyeeeeeeeeeeeeeeee everyonne.... buenas nochess... que tengan un lindo dia maï¿½ana twitters ,positive
 My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!,positive
@aw1095 I need something on the side. Music is hard to feed the family with ,negative
@kristenstewart9 http://twitpic.com/56a96 - aww how cute  nice to see all the cast are good mates ,positive
I can't believe i'm out singing karaoke. But having fun ,positive
@THE_WOCKEEZ Your performance was HOTT!!  I am so excited to see you guys again!!   Full Service Tour baby!   Let's Get This! ,positive
"If I spoke Spanish, it wouldn't have taken me clear to the end of Casados con Hijos to realize it was Married with Children. ",negative
just finished enjoying BEEFSTEAK at the school canteen with sweet someone  so nice that Gene Ayumi ME reeks like beef now...,positive
"@rustyrockets Now, Mr Brand, Love Boat, are you actually there scratching yourself or something, or have you left us already?  xxx",negative
enjoying the feeling that i have sent off my book to the editor! shame i've got such a huge amount of other work to do. ,negative
"@Scobleizer  Will send you a mail. Tried to DM, but you are yet to follow back ",negative
"@missbossy haha of course, but the possibility of a conversation will not arise if i dont follow back  I follow all, and THEN i filter.",positive
sound like such a word i'm not allowed to say  jk someone told me that once though,negative
"What an earthquake. 5.0? Looks like I have a bit of cleaning up to do. Funny thing was, I was surprised and laughing when it happened. ",positive
@HollyC21 holly ughgh its been ruined i know the whole your ,negative
"just saw 'Narnia: Prince Caspian' for the 102,895th time lol. Still brooding over those guys... ",negative
"Holy crap, where is the rain?  It has supposed to rain for three days now.  My pool and lawn need it ",negative
@jakewebber You are a horny little pervert.  I approve.,positive
@sotiriskoukios Au contraire. I was speaking of offline fashion... Mon faible  Now that a real #klouva's guarding our shops and ideas! =/,positive
Http://www.Myspace.com/GabrielleOnline  check out my music &amp; let me know what u think ,positive
I always seem to be on when goodnight is the trending topic.  Not good ,positive
"is at the office after a mini shopping spree with dich. got me a pair of jeans, 2 tops, and 2 pairs of awfully cute pjs! ",positive
why I do suppose that I am off to sleep ,positive
I want a Tara sandwich.... Even subconsciously apparently. ,positive
"@Dr_Tan Jujyfruits are great at theaters after chewed to throw at noisy people, or people on cell phones... ",positive
"@AngryAngMo you can try M1, they have shorter contract terms ",positive
lost my phone sat ,negative
"@EileenRight Should work fine, as far as I know. *shrug*   Maybe send a tweet to @Verizon? ",positive
@Twitter_Tips Mine isn't ,negative
So I'm up to the summary!  1300 words later and I realise I'm incredibly hungry. Can it be foods tiem nao plz? kthxbai,positive
@writerchaz Thanks for the follow friday! I didn't catch it til yesterday.  ,positive
"The lake yesterday was fun!! stubbed my toe,got tan/sun burn! finally got my besties to watch west side story. btw my toe is purple! ",negative
@jesstankersley haha. Maybe you should stop updating your games. I see a trend ,positive
@the_crooked_toe Poynt does look good. It's not for the uk though. ,negative
"@thekeenanator  oh darn! I'll be there for work actually, but I'm hoping to sneak away and go to Disney for a few days haha",negative
nearly completed tags on lenses. improved traffic on some but not on others ,negative
"Okay, everyone stop Tweeting interesting things. I'm going back to my no-Tweets-allowed &quot;other&quot; office for the next seven six hours. ",positive
n da wrds of @epiphanygirl &quot;i'm pretty deeyum dope &amp; i'm about 2b n a GREAT relationship!&quot; &lt;-- i strongly believe tht. i feel it cummin ,positive
"I'm off to bed. Gonna dye my hair tomorrow, what colour? Answers on postcard ",positive
Taking Sophie to petco! ,positive
"@buneetomlinson Yeah, I'm not sure what time it's released though ",negative
"@claireprocter sorry to see you're feeling poorly, hope you take it east and feel better soon ",positive
Testing awesome new editorial tools - standby for a much more flexible Bmycharity ,positive
"ok, video with doggy and kitty is ready  http://www.vimeo.com/5028788 'n' joy! (ÏÎ¿ Î³Î±ÏÎ¯ Î­ÏÎµÎ¹ Î»ÏÏÏÎ¬Î¾ÎµÎ¹)",positive
Great gig today and we just heard we are #Number One on the #Unsigned Chart Show! Thanks for your votes  : http://www.unsignedchart.com/,positive
@andrewpycroft ohhh. I should write my dads card...&amp; burn that bloody green t-shirt!  I don't wanna wear it again ,negative
@jneeee sweet! i better tell yeemei about this. ,positive
I have a new item to add to my Christmas list! http://tinyurl.com/q2hhgq isn't it prettyful? ,positive
Friday night was amazing...Drunkenness with my friends...and a party I would be killed for if my parentals knew I threw...tonight was meh ,negative
"Neck still hurts, like if there is a heater inside it.  Hope 2morrow this thing gets fixed",negative
good morning party people! ,positive
"Watching the first Conan on Hulu, I had to work last night ",negative
@Joshwaleigh aaaaa i really hate you right now!! ,negative
"@belenbambo I'm sick too, this not good at all ",negative
Pretty sure I broke my hip. ,negative
Only 7  shrimp 4 lunch  ,negative
@kassymay were so cool but people don't know how cool we are beacuse its way to much to think about   p.s stop eating all the pizza,positive
@StefaanLesage I had friends who were heavily into &quot;gabber&quot; music and Soundtracker was a godsent for them and a nightmare for me. ,positive
yummm subway ,positive
DAAAAAAANG! Missed the fireworks. Hearing it right now. ,negative
Im going thru heavy withdrawl!! I miss him so much  I Hope Im doing this shit for real reason :_(,negative
@erichatheway I was thinking the same thing! It's absolutely true blue today ,positive
in class w/ leslie until 930.....ugh grad school sucks ,negative
Maths Exam Revising x ,negative
"@Mcpattz Ok, not really praying cause i never pray,but i'm thinking on them!  The line of live is so thinny sometimes !",negative
@omewan Good Morning *Beep*  x,positive
Oh no  F*'em lol @thekateblack nicely said!! lol,negative
@andreaj27 It is SO SAD to see what some people are forced to live in. i'm sure it broke your heart. ,negative
wishing I could say goodnight ,negative
"@helenaanneh i know!! the more i see them, the more upset i get ",negative
Pissed off now. I want a universe where I don't have to choose between Bruce Springsteen and Jarvis Cocker on the Sat night of #Glasto ,negative
"&quot;Computers!?  Aw, I thought it was candy!&quot; haha erikas reaction after seeing that new Dell commercial. I thought it was candy too ",negative
